מזהה כונן,קטגוריה,final score,זמינות,מיקום כונן
6254 אורלי ,אחר,6.589387219391621,זמין,"32.0303901773953,35.00652667185086"
6256 ג'רמי ,אחר,40.92419442422587,לא זמין,
6265 שמואל ,אחר,9.783322773329688,לא זמין,
6277 אלעד ,אחר,8.585596940602912,זמין,"31.88799091219458,35.144962753886745"
6284 אבירם ,אחר,11.162359351131842,זמין,"30.284754378270858,34.508950748595986"
6297 גיא ,אחר,10.18256471757195,לא זמין,
6303 ינון ,אחר,24.41867122314177,זמין,"33.283283965670385,34.34986819386579"
6315 יוסף ,אחר,10.18256471757195,לא זמין,
6319 קורליה ,אחר,24.555274710293254,לא זמין,
6322 נתנאל ,אחר,10.52957584079286,זמין,"31.062452359994275,35.34078070972322"
6333 אליהו ,אחר,5.790903330907102,זמין,"31.589744080182076,35.06270907634657"
6334 שגב ,אחר,24.555274710293254,זמין,"30.386935270449342,35.480643254680636"
6339 יהונתן ,אחר,25.083596578589543,זמין,"29.874935637101224,35.40038034949379"
6346 משה ,אחר,13.775742215752278,לא זמין,
6360 נהוראי ,אחר,8.186354996360656,זמין,"33.00966559755141,34.95315905185888"
6362 יוסי ,אחר,14.574226104236793,זמין,"31.099271667471555,35.748798323806206"
6362 עידן ,אחר,10.581806661814204,זמין,"32.22916357787396,35.68446878778549"
6364 עמי ,אחר,14.574226104236793,זמין,"30.231467157048083,35.46730416603608"
6365 בני ,אחר,52.2290038329484,לא זמין,
6370 אוריה ,אחר,14.174984159994532,לא זמין,
6386 שיקו ,אחר,10.581806661814204,זמין,"33.26294967789069,35.52561382437629"
6387 נצח ,אחר,10.18256471757195,זמין,"31.54655568119793,35.81811364446677"
6388 רוני ,אחר,14.174984159994532,זמין,"30.185697182164887,34.85476528606065"
6392 יוסי ,אחר,4.992419442422586,לא זמין,
6399 יאיר ,אחר,26.272693397128887,לא זמין,
6403 ודיע ,אחר,23.756790821808742,זמין,"30.834931776305964,35.36842053190665"
6403 משה ,אחר,6.190145275149363,זמין,"30.340889213350174,34.30347497255205"
6414 מוטי ,אחר,14.574226104236793,לא זמין,
6417 עזרא ,אחר,23.756790821808742,לא זמין,
6424 שלומי ,אחר,18.280873159541304,לא זמין,
6440 ברק ,אחר,14.973468048479049,זמין,"31.275761762689264,35.223669197572285"
6444 פז ,אחר,14.574226104236793,זמין,"31.929286884189562,35.51912630134826"
6446 יוחאי ,אחר,18.1229779648607,לא זמין,
6454 דוד ,אחר,10.18256471757195,לא זמין,
6461 שלמה ,אחר,10.581806661814204,לא זמין,
6465 אורי ,אחר,6.190145275149363,לא זמין,
6474 ירמיהו ,אחר,46.70269757215778,לא זמין,
6486 ויקטור ,אחר,27.569102250772517,זמין,"31.264630809961606,34.415346043171084"
6486 מרק ,אחר,19.388544985538665,זמין,"29.8547897623666,35.43703651528138"
6500 אברהם ,אחר,5.790903330907102,לא זמין,
6500 נועם ,אחר,31.74162970665391,זמין,"31.20178824729333,34.26362426434056"
6504 מנחם ,אחר,9.384080829087427,לא זמין,
6511 מענדי ,אחר,20.02132849587765,לא זמין,
6516 יחיאל ,אחר,14.574226104236793,לא זמין,
6526 אוראל ,אחר,10.18256471757195,זמין,"30.199848786493792,34.832753225487636"
6529 אושרי ,אחר,9.783322773329688,לא זמין,
6547 דניאל ,אחר,12.17877443878324,זמין,"32.73267620182371,35.448704289186"
6552 יעקב ,אחר,5.790903330907102,לא זמין,
6555 שוע ,אחר,10.581806661814204,לא זמין,
6561 דור ,אחר,21.919679026894617,לא זמין,
6562 איתן ,אחר,5.790903330907102,לא זמין,
6562 ניקיטה ,אחר,5.790903330907102,זמין,"30.365007214262434,34.59324831911681"
6565 דניאל ,אחר,14.574226104236793,לא זמין,
6594 בניהו ,אחר,10.18256471757195,זמין,"30.24468481456863,35.75267198161055"
6597 עזרא ,אחר,24.450813068250564,זמין,"31.536979392929744,34.48216986228572"
6600 אליעזר ,אחר,14.174984159994532,לא זמין,
6601 יצחק ,אחר,10.18256471757195,זמין,"29.585494054143144,35.25469344627307"
6610 פנחס ,אחר,10.581806661814204,זמין,"32.84980271535185,34.615285655286655"
6611 דון ,אחר,5.790903330907102,לא זמין,
6615 בן ,אחר,51.20114951997408,לא זמין,
6615 דניאל ,אחר,18.755761475199684,לא זמין,
6622 משה ,אחר,13.775742215752278,לא זמין,
6629 אביחי ,אחר,5.391661386664844,לא זמין,
6630 חיים ,אחר,10.581806661814204,זמין,"31.161702832754685,34.653507636502155"
6632 יצחק ,אחר,6.589387219391621,לא זמין,
6635 רפאל ,אחר,23.756790821808742,לא זמין,
6636 אודיה ,אחר,3.79469360969581,זמין,"29.88807581137299,35.53053706252609"
6636 רונן ,אחר,18.1229779648607,לא זמין,
6641 אלי ,אחר,10.581806661814204,זמין,"30.331133760754778,35.38820893847414"
6642 אבי ,אחר,14.574226104236793,לא זמין,
6652 אבי ,אחר,10.581806661814204,זמין,"32.84984302422376,34.77976417500063"
6654 מאיר ,אחר,49.3082752533133,זמין,"32.838774037702464,35.49083732694498"
6655 ליאור ,אחר,69.8048745359495,לא זמין,
6655 נדב ,אחר,8.186354996360656,זמין,"30.219788265044798,35.864172093768325"
6660 אריאל ,אחר,23.756790821808742,זמין,"30.619030463612873,34.336891136043135"
6664 משה ,אחר,47.044961290051006,זמין,"30.945412143172383,35.4039538507159"
6668 שלמה ,אחר,14.574226104236793,לא זמין,
6669 דוד ,אחר,37.88935679658496,לא זמין,
6670 יעקב ,אחר,9.384080829087427,לא זמין,
6677 גיא ,אחר,3.79469360969581,זמין,"30.363165333300493,34.44380716054865"
6682 שלום ,אחר,24.450813068250564,לא זמין,
6683 יצחק ,אחר,10.18256471757195,לא זמין,
6684 עידן ,אחר,14.174984159994532,לא זמין,
6686 הלל ,אחר,10.18256471757195,לא זמין,
6687 נריה ,אחר,14.174984159994532,לא זמין,
6690 שגיא ,אחר,14.174984159994532,לא זמין,
6695 אור ,אחר,49.18281463682457,לא זמין,
6696 אלחנן ,אחר,19.764371379386155,לא זמין,
6698 חשניה ,אחר,10.18256471757195,לא זמין,
6699 יהודה ,אחר,10.581806661814204,זמין,"31.09986465636087,34.35428945976135"
6699 עזרא ,אחר,6.589387219391621,לא זמין,
6702 אברהם ,אחר,21.361339156355186,זמין,"32.002079895798374,34.94850227222573"
6703 ארנסט ,אחר,31.353567568406078,לא זמין,
6707 שמואל ,אחר,14.574226104236793,לא זמין,
6721 אביתר ,אחר,37.39682644105153,לא זמין,
6722 יונתן ,אחר,14.973468048479049,זמין,"33.13176737538249,34.22646754676785"
6731 גלעד ,אחר,6.190145275149363,זמין,"29.526517269897365,34.72403688927771"
6733 גל ,אחר,8.585596940602912,זמין,"31.368429696650324,35.65410163222376"
6737 משה ,אחר,29.980737745103102,זמין,"29.804437683594063,35.28212499210234"
6755 אופיר ,אחר,12.17877443878324,לא זמין,
6757 אלישיב ,אחר,44.51737192240618,לא זמין,
6770 אלחי ,אחר,5.790903330907102,זמין,"30.24233079131753,35.62644100577167"
6770 ליאל ,אחר,29.34617804120036,זמין,"30.717050737787858,34.51016618261991"
6775 מעוז ,אחר,14.574226104236793,לא זמין,
6777 יגאל ,אחר,36.85733134200371,לא זמין,
6777 תמיר ,אחר,29.980737745103102,לא זמין,
6784 עופרי ,אחר,8.186354996360656,לא זמין,
6786 מוטי ,אחר,15.59184392350475,לא זמין,
6793 אביעד ,אחר,63.902642656979936,לא זמין,
6794 יניב ,אחר,14.174984159994532,לא זמין,
6800 שלומי ,אחר,14.973468048479049,לא זמין,
6822 אור ,אחר,24.555274710293254,זמין,"30.9289073163039,34.24198490477908"
6822 זיו ,אחר,6.190145275149362,זמין,"32.70710790899157,34.27268707869252"
6835 יאיר ,אחר,5.391661386664844,לא זמין,
6842 תהילה ,אחר,29.05372665810955,לא זמין,
6865 אלון	 ,אחר,10.18256471757195,לא זמין,
6874 יעקב ,אחר,35.83682291744748,זמין,"29.933368138955107,34.95235988801399"
6875 תובל ,אחר,10.18256471757195,זמין,"29.75198767129753,34.863643462117366"
6881 בנצי ,אחר,14.174984159994532,לא זמין,
6884 מנשה ,אחר,14.174984159994532,לא זמין,
6886 איציק ,אחר,52.29328752316599,לא זמין,
6897 אלי ,אחר,17.368919713932602,לא זמין,
6902 אברהם ,אחר,12.17877443878324,זמין,"30.48776173729501,35.352221377293"
6920 דוד ,אחר,77.72179792852526,זמין,"30.651859197568402,35.78638057349953"
6924 ניסים ,אחר,5.790903330907102,לא זמין,
6936 אריה ,אחר,40.90318433706422,זמין,"32.77359239140461,35.67677716087236"
6937 אלראי ,אחר,21.919679026894617,זמין,"31.24440176727409,34.26043042506831"
6940 שי ,אחר,14.174984159994532,זמין,"31.746258860464028,35.76396280726856"
6943 דביר ,אחר,8.585596940602912,לא זמין,
6955 איציק ,אחר,29.05372665810955,לא זמין,
6955 שמעון ,אחר,14.574226104236793,זמין,"32.501863447535314,34.528880875834645"
6960 איציק ,אחר,10.18256471757195,לא זמין,
6962 חננאל ,אחר,13.775742215752278,לא זמין,
6964 אביהוד ,אחר,10.581806661814204,זמין,"32.94588345868877,34.45967335251752"
6969 אלירן ,אחר,10.18256471757195,זמין,"30.072736146547623,34.46107517695715"
6988 אוראל ,אחר,9.783322773329688,זמין,"32.52917590396291,34.903535182209986"
6988 יגאל ,אחר,8.585596940602912,לא זמין,
6999 צח ,אחר,16.224627433843736,זמין,"31.666534235162896,35.008651943269626"
7001 עופר ,אחר,18.1229779648607,זמין,"31.615467730091957,34.36702224030207"
7003 מנדי ,אחר,21.361339156355186,זמין,"32.25824506628332,35.87940590395117"
7003 נחמן ,אחר,24.450813068250564,זמין,"31.11329743954136,35.6401719222813"
7007 נתנאל ,אחר,14.574226104236793,לא זמין,
7008 יאיר ,אחר,10.581806661814204,לא זמין,
7013 יעקב ,אחר,36.66169456987421,זמין,"32.56001808210686,35.39081267801409"
7020 דן ,אחר,5.790903330907102,לא זמין,
7034 ישראל ,אחר,37.88935679658496,לא זמין,
7035 מיכאל ,אחר,18.755761475199684,זמין,"30.84176726117932,35.54944083011982"
7035 עופר ,אחר,14.959060413165767,זמין,"31.334193059985537,35.41654394263937"
7055 אבי ,אחר,44.96197113064392,לא זמין,
7055 אבירן ,אחר,12.5780163830255,זמין,"32.70667197958977,34.35611258986346"
7058 שלמה ,אחר,12.5780163830255,זמין,"30.781295940209464,34.76521785627987"
7064 יוסי ,אחר,24.41867122314177,לא זמין,
7066 יוסי ,אחר,28.126715571115994,זמין,"29.781596823988746,34.333541428904844"
7077 ליאור ,אחר,29.34617804120036,לא זמין,
7077 נחום ,אחר,14.174984159994532,לא זמין,
7082 בן ,אחר,14.574226104236793,זמין,"32.560284341698974,34.35938304719247"
7082 מיכאל ,אחר,14.174984159994532,לא זמין,
7088 קרן ,אחר,5.391661386664844,זמין,"30.533705901603128,34.51107777302439"
7094 נתן ,אחר,53.85903456627531,זמין,"32.75525181894033,35.7756874513733"
7100 אריה ,אחר,28.54769415271584,לא זמין,
7111 יצחק ,אחר,95.84403126488004,זמין,"31.30798003797614,34.46032692297904"
7115 מיכאל ,אחר,24.450813068250564,לא זמין,
7130 אייל ,אחר,46.51007948270177,זמין,"31.25674226715313,34.875123019281986"
7130 יהודה ,אחר,29.05372665810955,לא זמין,
7136 מתן ,אחר,24.555274710293254,לא זמין,
7140 איתי ,אחר,5.790903330907102,לא זמין,
7144 איתן ,אחר,32.72922952367874,לא זמין,
7163 יהונתן ,אחר,20.56285526787067,לא זמין,
7169 נדב ,אחר,37.331016926045535,לא זמין,
7171 דביר ,אחר,8.186354996360656,לא זמין,
7174 דניאל ,אחר,14.174984159994532,לא זמין,
7180 דוד ,אחר,25.083596578589543,זמין,"29.76259781975869,35.53957080748022"
7187 הגר ,אחר,20.56285526787067,זמין,"30.746887043610414,34.308450868231965"
7189 שאול ,אחר,11.162359351131842,זמין,"32.407730617344875,34.84113530040555"
7195 דניאל ,אחר,11.795142861470833,לא זמין,
7203 אליעזר ,אחר,29.11193989388537,לא זמין,
7210 דובי ,אחר,10.18256471757195,זמין,"30.94749506043052,35.552587624887956"
7211 יונתן ,אחר,25.083596578589543,זמין,"32.222810327222625,34.567821100823316"
7214 איל ,אחר,10.581806661814204,זמין,"32.51222778784784,34.31102703630654"
7218 יורם ,אחר,7.365658289097928,לא זמין,
7221 ליחי ,אחר,8.585596940602912,זמין,"30.32136258416682,34.482863090680596"
7224 נחמיה ,אחר,14.574226104236793,זמין,"31.84322421135333,34.594094553902046"
7225 אלי ,אחר,5.790903330907102,זמין,"32.583307261303794,34.76706161194331"
7228 משה ,אחר,5.391661386664844,זמין,"29.57311295389626,34.24489765272035"
7244 יוסי ,אחר,14.174984159994532,זמין,"33.20708136113881,35.13185687687859"
7258 משה ,אחר,25.083596578589543,זמין,"31.468591156962166,35.24752519665074"
7258 רות ,אחר,14.574226104236793,זמין,"32.71667020288076,35.7006488842023"
7261 נהוראי ,אחר,21.919679026894617,לא זמין,
7272 רפאל ,אחר,10.581806661814204,זמין,"31.043342192242505,35.209395567973885"
7274 מאיר ,אחר,33.688782093077315,זמין,"31.354261730934216,35.463765016779"
7274 צמרת ,אחר,13.693493392487794,זמין,"32.13477062750346,35.02271079258939"
7277 אלי ,אחר,47.044961290051006,לא זמין,
7287 שי ,אחר,12.5780163830255,זמין,"32.753494347115605,34.87122594546428"
7293 רועי ,אחר,48.31631478010254,לא זמין,
7295 תומר ,אחר,14.574226104236793,לא זמין,
7297 ינון ,אחר,31.34238776241165,זמין,"29.805739510001267,35.25975830962586"
7300 דוד ,אחר,19.388544985538665,לא זמין,
7313 מרדכי ,אחר,52.594204390667166,זמין,"33.04366183240769,35.01879425550544"
7316 יעקוב ,אחר,14.973468048479049,לא זמין,
7328 דניאל ,אחר,14.574226104236793,זמין,"33.096091664049645,34.98827836952432"
7334 משה ,אחר,26.98194710960652,לא זמין,
7335 זאב ,אחר,25.083596578589543,זמין,"32.852513460503836,35.15186657613271"
7336 חן ,אחר,18.755761475199684,זמין,"31.247104027018025,35.68299415780551"
7339 ברוך ,אחר,14.574226104236793,לא זמין,
7357 יעקב ,אחר,24.555274710293254,לא זמין,
7360 יוסף ,אחר,24.555274710293254,לא זמין,
7373 אלחנן ,אחר,24.555274710293254,לא זמין,
7375 משה ,אחר,10.18256471757195,זמין,"32.161005904325236,35.79111378491067"
7400 מנשה ,אחר,9.783322773329688,זמין,"31.781610768283592,35.626177255017964"
7402 יעקב ,אחר,21.286895516555628,זמין,"30.027124492551415,34.50627494380932"
7403 יצחק ,אחר,14.574226104236793,לא זמין,
7404 אמיר ,אחר,36.95763675470784,לא זמין,
7404 לביא ,אחר,32.54011359513844,לא זמין,
7406 אורטל ,אחר,18.1229779648607,זמין,"30.526214379911206,34.33814765118605"
7407 טל ,אחר,25.34568231013533,לא זמין,
7409 אליה ,אחר,42.01745861490995,זמין,"30.380566626297266,35.15112494307774"
7419 ערן ,אחר,11.440516005232022,זמין,"32.06295133388413,34.614855176868616"
7427 שלומי ,אחר,14.174984159994532,זמין,"31.736919412945465,35.635913223233004"
7445 שלומי ,אחר,37.39682644105153,לא זמין,
7452 רון ,אחר,10.581806661814204,לא זמין,
7460 וקנין ,אחר,24.450813068250564,לא זמין,
7468 ליאור ,אחר,29.05372665810955,זמין,"31.516290512484446,35.165481813064424"
7469 צליל ,אחר,8.585596940602912,לא זמין,
7477 חגי ,אחר,66.75223251730871,לא זמין,
7482 חסאן ,אחר,10.18256471757195,זמין,"30.754153728612895,35.44274461044177"
7489 אברהם ,אחר,37.88935679658496,לא זמין,
7496 אלעד ,אחר,57.54219529336608,לא זמין,
7510 יואל ,אחר,8.585596940602912,לא זמין,
7513 דניאל ,אחר,14.574226104236793,זמין,"31.0116196145866,35.02302567636668"
7515 נתנאל ,אחר,14.574226104236793,לא זמין,
7516 אליהו ,אחר,10.581806661814204,זמין,"30.704528119892675,34.655022352415855"
7522 יעקב ,אחר,32.54011359513842,לא זמין,
7527 יוני ,אחר,45.924147452790656,לא זמין,
7535 יעקב ,אחר,14.574226104236793,זמין,"30.86565347383683,35.73800177195227"
7535 שלומי ,אחר,14.574226104236793,זמין,"31.949198499146682,34.46486531797667"
7561 אסף ,אחר,52.50221080725136,זמין,"30.37915090129632,34.83929559901787"
7567 יונה ,אחר,24.450813068250564,זמין,"32.408650719236235,34.46442673592078"
7568 נועם ,אחר,3.79469360969581,זמין,"31.8823307113702,35.43973186858143"
7571 אפרים ,אחר,38.32383752804509,זמין,"31.67246270546437,34.47316202827006"
7573 נתי ,אחר,8.186354996360656,זמין,"32.044548555796375,35.62793155780453"
7575 גיא ,אחר,5.790903330907102,לא זמין,
7576 יוס ,אחר,14.574226104236793,זמין,"31.781955211924128,34.55213730978082"
7576 יוסף ,אחר,48.31631478010254,לא זמין,
7585 אנטולי ,אחר,19.388544985538665,לא זמין,
7592 מיכה ,אחר,24.450813068250564,זמין,"33.19185899097061,35.6010329994288"
7599 מאיר ,אחר,35.84091625435232,לא זמין,
7600 יואב ,אחר,15.59184392350475,זמין,"29.657678958869113,34.95092489416065"
7603 צחי ,אחר,5.790903330907102,זמין,"30.877534159799698,34.99679102812819"
7606 עודד ,אחר,27.749210264231326,לא זמין,
7612 משה ,אחר,18.1229779648607,לא זמין,
7619 אברהם ,אחר,14.574226104236793,זמין,"31.06994192497711,34.385372183912395"
7625 אושר ,אחר,24.450813068250564,לא זמין,
7625 לוי ,אחר,82.82358848250138,זמין,"32.56828527437063,34.71215237712235"
7628 שרגא ,אחר,89.45512596361527,זמין,"29.554682455059474,34.96016839693779"
7632 יוסף ,אחר,26.551484431504548,זמין,"29.875591949071957,35.13257456116278"
7642 משה ,אחר,5.790903330907102,זמין,"31.746668724350815,35.184898756176075"
7645 מוטי ,אחר,14.574226104236793,זמין,"29.89619700149858,34.984493344993105"
7647 רן ,אחר,8.585596940602912,לא זמין,
7655 שמעון ,אחר,18.1229779648607,לא זמין,
7670 אלכסיי ,אחר,10.581806661814204,לא זמין,
7671 ישראל ,אחר,18.1229779648607,זמין,"32.949940745814814,34.76580520331593"
7679 גל ,אחר,41.44089210374924,זמין,"31.031781840032924,35.55263887374677"
7686 אבי ,אחר,18.1229779648607,זמין,"32.31318742202683,34.250912079132185"
7698 שרגא ,אחר,31.74162970665391,זמין,"30.642767364154476,35.054239034814735"
7700 	יורם		 ,אחר,13.376500271510016,זמין,"29.787501360573362,34.284066502008194"
7702 איציק ,אחר,10.581806661814204,לא זמין,
7706 אסתר ,אחר,16.85741094418272,זמין,"31.650393426685163,34.327946496258356"
7708 שניאור ,אחר,14.174984159994532,לא זמין,
7711 נתן ,אחר,46.70269757215778,זמין,"30.162919471051108,35.75664479278939"
7713 אלימלך ,אחר,10.581806661814204,זמין,"32.19479984669027,35.37906057453106"
7716 שלמה ,אחר,16.857410944182725,זמין,"30.432682160760223,34.44950227256124"
7730 ינון ,אחר,25.083596578589543,לא זמין,
7731 א.מתנדבים ,אחר,14.174984159994532,זמין,"32.354639316610175,34.776824999359135"
"7731 סג""מ ",אחר,10.18256471757195,לא זמין,
7766 שניר ,אחר,9.783322773329688,לא זמין,
7776 סלמן ,אחר,40.90318433706422,לא זמין,
7777 רוני ,אחר,10.18256471757195,זמין,"32.78848397960188,34.711990544801694"
7781 ארז ,אחר,9.384080829087427,לא זמין,
7782 אסנת ,אחר,3.3954516654535527,זמין,"31.570491641845997,35.79742462363714"
7786 יוני ,אחר,14.959060413165767,לא זמין,
7793 מיכאל ,אחר,8.186354996360656,לא זמין,
7799 סמיון ,אחר,33.30978221299639,זמין,"30.90812572794004,34.95154995258152"
7804 אירנה ,אחר,32.54011359513844,לא זמין,
7809 אדיר ,אחר,14.574226104236793,זמין,"31.85189498281221,35.83109734697592"
7813 יואל ,אחר,28.54769415271584,לא זמין,
7821 אלעד ,אחר,41.7009416753528,זמין,"30.54700618045902,35.043808866325044"
7822 עינת ,אחר,12.5780163830255,לא זמין,
7839 לאוניד ,אחר,33.688782093077315,זמין,"31.731113148522702,34.58394257821815"
7846 אושרי ,אחר,14.174984159994532,לא זמין,
7851 אהרון ,אחר,36.39592955040954,לא זמין,
7858 רועי ,אחר,8.585596940602912,לא זמין,
7872 שמואל ,אחר,4.992419442422586,זמין,"30.202380401566515,35.2391658224831"
7875 גבריאל ,אחר,10.18256471757195,לא זמין,
7881 אפיק ,אחר,6.190145275149363,זמין,"29.619428648017976,35.81117103230094"
7887 ברוך ,אחר,14.174984159994532,זמין,"32.45491595378955,35.89742719518574"
7890 דניאל ,אחר,61.49911470288394,לא זמין,
7890 ישראל ,אחר,24.450813068250564,לא זמין,
7903 מנחם ,אחר,24.555274710293254,זמין,"31.521704175735437,35.01710720660755"
7904 אייזיק ,אחר,14.174984159994532,זמין,"31.7689119467343,35.699725882658754"
7910 ישורון ,אחר,5.391661386664844,זמין,"30.895933047429015,34.903943165862515"
7916 יהודה ,אחר,10.18256471757195,זמין,"33.06366712429218,35.286955339405345"
7917 חיים ,אחר,10.581806661814204,זמין,"33.291251745538936,34.6570431834498"
7919 נועם ,אחר,7.787113052118395,לא זמין,
7925 אברהם ,אחר,6.589387219391621,לא זמין,
7926 אריה ,אחר,24.450813068250564,זמין,"29.607575998555298,35.35233126575281"
7926 יאיר ,אחר,14.959060413165767,לא זמין,
7941 שמעון ,אחר,35.06967651917373,זמין,"33.21618802811251,34.21197789340092"
7971 יצחק ,אחר,24.555274710293254,זמין,"30.57860721106219,35.60249477567895"
7973 יששכר ,אחר,37.88935679658496,זמין,"32.606927665954714,34.88739668690965"
7982 אוריאל ,אחר,14.174984159994532,זמין,"31.621983170400732,34.34801054615193"
7988 ג׳ימי ,אחר,44.51737192240618,זמין,"31.369628434476205,35.18328967569712"
7988 ראובן ,אחר,10.18256471757195,זמין,"32.277793159259346,34.35262140886743"
7993 אריה ,אחר,52.29328752316599,לא זמין,
7996 ישראל ,אחר,32.72922952367874,לא זמין,
8000 עמית ,אחר,51.85434682925109,זמין,"31.104893066750247,35.05579203495813"
8005 אלכסנדר ,אחר,63.49079299945004,זמין,"30.598897539185852,35.67134751978474"
8009 אודליה ,אחר,10.581806661814204,זמין,"33.228579709410994,35.42967452353201"
8017 ישראל ,אחר,32.72922952367874,לא זמין,
8022 אריאל ,אחר,8.585596940602912,לא זמין,
8022 יצחק ,אחר,8.585596940602912,זמין,"31.183685454830457,34.78328057718187"
8026 יוסף ,אחר,15.59184392350475,לא זמין,
8031 ברוך ,אחר,10.18256471757195,לא זמין,
8040 ישראל ,אחר,32.54011359513844,לא זמין,
8051 אורית ,אחר,5.391661386664844,זמין,"30.757446985888137,35.48803269671099"
8054 ארי ,אחר,21.919679026894617,זמין,"31.05272425805496,35.39837463965777"
8077 חנוך ,אחר,14.574226104236793,לא זמין,
8077 מיכאל ,אחר,6.589387219391621,זמין,"31.969584687282246,35.889418339681065"
8078 רון ,אחר,14.574226104236793,זמין,"31.64355546142478,34.35203555997918"
8078 רונן ,אחר,10.581806661814204,זמין,"32.25739392937884,35.86529615667624"
8079 גדעון ,אחר,32.54011359513844,זמין,"32.489424609077744,35.15102893642946"
8080 יאיר ,אחר,18.1229779648607,זמין,"31.10848087866498,34.36557592257485"
8093 מוטי ,אחר,10.581806661814204,לא זמין,
8109 יצחק ,אחר,14.574226104236793,לא זמין,
8114 מוטי ,אחר,10.18256471757195,לא זמין,
8123 דורון ,אחר,40.32007826648889,לא זמין,
8129 גבעון ,אחר,3.79469360969581,זמין,"30.679887706212867,35.03332822219174"
8134 שירה ,אחר,10.581806661814204,לא זמין,
8138 אברהם ,אחר,39.637617316386255,לא זמין,
8142 אליעזר ,אחר,10.18256471757195,זמין,"32.29775186239702,34.35123380592146"
8143 יאיר ,אחר,9.384080829087427,לא זמין,
8148 ערן ,אחר,11.795142861470833,זמין,"32.5970097998288,34.61907496770342"
8154 עובדיה ,אחר,18.755761475199684,זמין,"32.531681318345505,34.889171858606964"
8155 יונתן ,אחר,18.1229779648607,זמין,"31.773099203284595,35.49813409709557"
8157 שי ,אחר,14.574226104236793,לא זמין,
8180 אליעד ,אחר,14.574226104236793,לא זמין,
8181 חגי ,אחר,11.162359351131842,זמין,"32.97118513253236,34.31056266532117"
8187 אברהם ,אחר,14.174984159994532,לא זמין,
8190 מיכאל ,אחר,19.764371379386155,לא זמין,
8195 יוסף ,אחר,15.59184392350475,זמין,"31.550588619112652,35.79793221089877"
8208 מקסים ,אחר,14.973468048479049,זמין,"32.396037585541606,34.632689040639086"
8218 יאיר ,אחר,38.5287427587723,לא זמין,
8219 אוראל ,אחר,14.574226104236793,זמין,"32.661176383275425,35.33256127079376"
8228 ערן ,אחר,64.99863516970939,לא זמין,
8229 עווד ,אחר,20.56285526787067,זמין,"31.24192174079335,34.997766145221135"
8233 רפאל ,אחר,8.585596940602912,לא זמין,
8238 שרוליק ,אחר,10.981048606056463,לא זמין,
8248 יהונתן ,אחר,35.83682291744748,זמין,"29.769725930094292,35.478646291802434"
8252 מרדכי ,אחר,35.83682291744748,זמין,"30.42937514570143,35.366467454432964"
8256 אברהם ,אחר,25.083596578589543,זמין,"30.940949298543817,34.637807847744305"
8256 נדב ,אחר,10.18256471757195,לא זמין,
8258 גד ,אחר,12.17877443878324,לא זמין,
8265 אלעזר ,אחר,10.581806661814204,זמין,"30.653219259776225,34.76536496917064"
8268 חיים ,אחר,14.574226104236793,זמין,"29.77930423700965,35.27671204029287"
8279 אריאל ,אחר,19.388544985538665,זמין,"31.51388779082563,34.4676650535371"
8282 ברק ,אחר,24.450813068250564,לא זמין,
8288 לירון ,אחר,25.083596578589543,זמין,"31.209187699162296,35.054405150857725"
8292 פנחס ,אחר,13.060709882148808,לא זמין,
8300 אליאור ,אחר,16.570435825448087,לא זמין,
8311 אלי ,אחר,6.190145275149363,זמין,"32.92128816925694,34.861722424020584"
8316 אורי ,אחר,19.764371379386155,לא זמין,
8322 עמנואל ,אחר,24.41867122314177,זמין,"32.53416235570132,35.06806837994543"
8332 מני ,אחר,10.18256471757195,זמין,"31.0477695988593,35.261433043374595"
8337 דב ,אחר,10.18256471757195,זמין,"29.562167429222995,35.559383688265775"
8360 יוסי ,אחר,45.96545241977611,לא זמין,
8361 טימה ,אחר,9.384080829087427,לא זמין,
8365 אברהם ,אחר,42.01745861490995,לא זמין,
8372 ואזנה ,אחר,14.174984159994532,לא זמין,
8374 עמרי ,אחר,6.732874778758941,לא זמין,
8376 מיכאל ,אחר,44.51737192240618,זמין,"31.934551863528178,34.34102164970228"
8385 יקיר ,אחר,14.174984159994532,זמין,"32.68216264786291,34.842191835785634"
8388 בניה ,אחר,43.5674455968637,לא זמין,
8389 להב ,אחר,8.585596940602912,זמין,"30.503378628881798,34.93749102990001"
8411 אבי ,אחר,25.083596578589543,זמין,"31.20862349605794,35.54638181843855"
8418 גילון ,אחר,9.783322773329688,זמין,"30.39680880819749,35.87265145165315"
8421 יצחק ,אחר,24.450813068250564,לא זמין,
8426 מנחם ,אחר,18.755761475199684,זמין,"30.165721101552,35.30634933116232"
8427 ברק ,אחר,53.55885454384396,לא זמין,
8446 יעקב ,אחר,14.574226104236793,לא זמין,
8450 אנאל ,אחר,14.174984159994532,זמין,"29.946345931683954,34.35306456911865"
8455 ברק ,אחר,10.18256471757195,לא זמין,
8463 בר ,אחר,7.787113052118395,לא זמין,
8466 ניר ,אחר,14.574226104236793,לא זמין,
8466 רוני ,אחר,14.973468048479049,זמין,"31.898230327329507,35.86842540185666"
8469 אבי ,אחר,14.574226104236793,זמין,"31.273061181281534,34.35907306906524"
8497 נווה ,אחר,21.919679026894617,לא זמין,
8498 אור ,אחר,14.174984159994532,לא זמין,
8500 מרדכי ,אחר,24.450813068250564,זמין,"30.323452251614768,35.5203916777121"
